conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,tokens_context,inset_score,inset_sentiment,matched_words
2068701646658658437,Sun Jun 21 14:24:41 +0000 2026,0,I just published Solusi Dana Cepat dan Aman Melalui Gadai BPKB Kendaraan https://t.co/hjnNP2i67r,2068701646658658437,,,in,,0,0,0,https://x.com/undefined/status/2068701646658658437,551806331,,i just published solusi dana cepat dan aman melalui gadai bpkb kendaraan,"['just', 'published', 'solusi', 'dana', 'cepat', 'dan', 'aman', 'melalui', 'gadai', 'bpkb', 'kendaraan']",4.0,Positive,5
2068673157582774597,Sun Jun 21 12:31:29 +0000 2026,0,Simak di Sini Berikut Ini Upaya Pemprov Jateng Melawan Pinjol Ilegal dan Judi Online https://t.co/BWaj4IzZPs,2068673157582774597,,,in,,0,0,0,https://x.com/undefined/status/2068673157582774597,933979856898965505,,simak di sini berikut ini upaya pemprov jateng melawan pinjol ilegal dan judi online,"['simak', 'di', 'sini', 'berikut', 'ini', 'upaya', 'pemprov', 'jateng', 'melawan', 'pinjol', 'ilegal', 'dan', 'judi', 'online']",-9.0,Negative,2
2068633481488511026,Sun Jun 21 09:53:56 +0000 2026,0, Sebelum klik 'Setuju' di app pinjol manapun cek 3 hal ini dulu (30 detik doang): CEK DI OJK: Buka web OJK cari nama aplikasinya. Gak ada di daftar = ilegal kabur. CARI ANGKA BUNGA EFEKTIF TAHUNAN bukan bunga harian . Kalo gak ketemu angka itu di halaman utama itu tanda,2068633508772552871,,mulaiyangbisa,in,,0,1,0,https://x.com/undefined/status/2068633508772552871,1595289330,,sebelum klik setuju di app pinjol manapun cek 3 hal ini dulu 30 detik doang cek di ojk buka web ojk cari nama aplikasinya tidak_ada di daftar ilegal kabur cari angka bunga efektif tahunan bukan_bunga harian kalo tidak_ketemu angka itu di halaman utama itu tanda,"['sebelum', 'klik', 'setuju', 'di', 'app', 'pinjol', 'manapun', 'cek', 'hal', 'ini', 'dulu', '30', 'detik', 'doang', 'cek', 'di', 'ojk', 'buka', 'web', 'ojk', 'cari', 'nama', 'aplikasinya', 'tidak ada', 'di', 'daftar', 'ilegal', 'kabur', 'cari', 'angka', 'bunga', 'efektif', 'tahunan', 'bukan bunga', 'harian', 'kalo', 'tidak ketemu', 'angka', 'itu', 'di', 'halaman', 'utama', 'itu', 'tanda']",-30.0,Negative,14
2068633481488511026,Sun Jun 21 09:53:50 +0000 2026,0, Bro pinjol legal itu BUKAN ilegal secara hukum. Tapi sistemnya didesain biar lo BALIK LAGI. Maksudnya gimana? Coba gue itungin di depan lo. Lo pinjem 1 juta tenor 30 hari bunga keliatannya 'cuma' 0 4% per hari. Dia ambil kalkulator HP-nya.,2068633483833176197,,mulaiyangbisa,in,,0,1,0,https://x.com/undefined/status/2068633483833176197,1595289330,,bro pinjol legal itu bukan_ilegal secara hukum tapi sistemnya didesain biar lo balik lagi maksudnya gimana coba gue itungin di depan lo lo pinjem 1 juta tenor 30 hari bunga keliatannya cuma 0 4 per hari dia ambil kalkulator hp nya,"['bro', 'pinjol', 'legal', 'itu', 'bukan ilegal', 'secara', 'hukum', 'tapi', 'sistemnya', 'didesain', 'biar', 'lo', 'balik', 'lagi', 'maksudnya', 'gimana', 'coba', 'gue', 'itungin', 'di', 'depan', 'lo', 'lo', 'pinjem', 'juta', 'tenor', '30', 'hari', 'bunga', 'keliatannya', 'cuma', 'per', 'hari', 'dia', 'ambil', 'kalkulator', 'hp', 'nya']",-28.0,Negative,12
2068631456436687132,Sun Jun 21 09:45:47 +0000 2026,56,Buat yang masih nanya beda nya pinjol ilegal sama legal apa sih? Mending pinjem ke legal atau ilegal? Ini perbedaaannya dan sangat TIDAK DISARANKAN buat pinjam online entah legal atau illegal. Karena sekarang banyak pinjol legal yang kelakuan penagihan dan bunganya seperti https://t.co/LNeubqRNKO,2068631456436687132,https://pbs.twimg.com/media/HLVBV-4bkAEa6rf.jpg,,in,,1,8,16,https://x.com/undefined/status/2068631456436687132,2050884389203247104,,buat yang masih nanya beda nya pinjol ilegal sama legal apa sih mending pinjem ke legal atau ilegal ini perbedaannya dan sangat tidak_disarankan buat pinjam online entah legal atau illegal karena sekarang banyak pinjol legal yang kelakuan penagihan dan bunganya seperti,"['buat', 'yang', 'masih', 'nanya', 'beda', 'nya', 'pinjol', 'ilegal', 'sama', 'legal', 'apa', 'sih', 'mending', 'pinjem', 'ke', 'legal', 'atau', 'ilegal', 'ini', 'perbedaannya', 'dan', 'sangat', 'tidak disarankan', 'buat', 'pinjam', 'online', 'entah', 'legal', 'atau', 'illegal', 'karena', 'sekarang', 'banyak', 'pinjol', 'legal', 'yang', 'kelakuan', 'penagihan', 'dan', 'bunganya', 'seperti']",-29.0,Negative,14
2068589523500679208,Sun Jun 21 06:59:09 +0000 2026,0, DPR minta OJK perkuat teknologi untuk memburu pinjol ilegal judi online dan investasi bodong. Fauzi Amro: literasi inklusi dan penguatan IT harus jadi senjata utama melindungi masyarakat. #PinjolIlegal #JudiOnline #OJK #RajaMedia https://t.co/1xNneRtDjB,2068589523500679208,,,in,,0,0,0,https://x.com/undefined/status/2068589523500679208,2911375412,,dpr minta ojk perkuat teknologi untuk memburu pinjol ilegal judi online dan investasi bodong fauzi amro literasi inklusi dan penguatan it harus jadi senjata utama melindungi masyarakat,"['dpr', 'minta', 'ojk', 'perkuat', 'teknologi', 'untuk', 'memburu', 'pinjol', 'ilegal', 'judi', 'online', 'dan', 'investasi', 'bodong', 'fauzi', 'amro', 'literasi', 'inklusi', 'dan', 'penguatan', 'it', 'harus', 'jadi', 'senjata', 'utama', 'melindungi', 'masyarakat']",-14.0,Negative,4
2068314371307282637,Sat Jun 20 12:45:48 +0000 2026,58,Halo aku mau cerita sedikit terkait pinjol ilegal ini bener meresahkan jadi waktu beberapa hari lalu aku dapet chat wa dari 2 nomer asing dan aku dibilang punya tagihan sebesar 2 4jt 2 9jt 1 9jt dan 1 7jt ternyata aku cek tidak ada aplikasi yg tersangkut di play store https://t.co/JhTzcwSB1c,2068314371307282637,https://pbs.twimg.com/media/HLQg7rIaUAEIOeD.jpg,,in,,2,13,12,https://x.com/undefined/status/2068314371307282637,1994057740600397828,,halo aku mau cerita sedikit terkait pinjol ilegal ini bener meresahkan jadi waktu beberapa hari lalu aku dapet chat wa dari 2 nomer asing dan aku dibilang punya tagihan sebesar 2 4jt 2 9jt 1 9jt dan 1 7jt ternyata aku cek tidak_ada aplikasi yg tersangkut di play store,"['halo', 'aku', 'mau', 'cerita', 'sedikit', 'terkait', 'pinjol', 'ilegal', 'ini', 'bener', 'meresahkan', 'jadi', 'waktu', 'beberapa', 'hari', 'lalu', 'aku', 'dapet', 'chat', 'wa', 'dari', 'nomer', 'asing', 'dan', 'aku', 'dibilang', 'punya', 'tagihan', 'sebesar', '4jt', '9jt', '9jt', 'dan', '7jt', 'ternyata', 'aku', 'cek', 'tidak ada', 'aplikasi', 'yg', 'tersangkut', 'di', 'play', 'store']",-25.0,Negative,20
2068146526308937764,Sat Jun 20 04:44:16 +0000 2026,6,@majestiecal meski orang-orang yang gagal bayar itu salah (apalagi yang emang pinjem tanpa niatan bayar sama sekali) pinjol pun seharusnya nggak teror orang sampai sebegininya. berhubung shopee hitungannya legal ga mungkin teror begini dibolehin sama OJL. di TnC ga bakal tertulis.,2068193190742769714,,majestiecal,in,,0,0,0,https://x.com/undefined/status/2068193190742769714,1809820382255542274,,meski orang orang yang gagal bayar itu salah apalagi yang emang pinjem tanpa niatan bayar sama sekali pinjol pun seharusnya tidak_teror orang sampai sebegininya berhubung shopee hitungannya legal tidak_mungkin teror begini dibolehin sama ojl di tnc tidak_bakal tertulis,"['meski', 'orang', 'orang', 'yang', 'gagal', 'bayar', 'itu', 'salah', 'apalagi', 'yang', 'emang', 'pinjem', 'tanpa', 'niatan', 'bayar', 'sama', 'sekali', 'pinjol', 'pun', 'seharusnya', 'tidak teror', 'orang', 'sampai', 'sebegininya', 'berhubung', 'shopee', 'hitungannya', 'legal', 'tidak mungkin', 'teror', 'begini', 'dibolehin', 'sama', 'ojl', 'di', 'tnc', 'tidak bakal', 'tertulis']",-36.0,Negative,15
2068152388868059376,Sat Jun 20 02:02:08 +0000 2026,38,Matcha debt journey- ️ mengandung konten yang mungkin triggering️ aku mau sedikit sharing pengalaman aku yang tanpa sengaja masuk ke pinjaman ilegal. kenapa minjem di aplikasi ilegal kak? jujur aku waktu itu ga tau dan ga cari tau aplikasi mana yang ilegal dan legal,2068152388868059376,,,in,,1,4,4,https://x.com/undefined/status/2068152388868059376,2056029391264845824,,matcha debt journey mengandung konten yang mungkin triggering aku mau sedikit sharing pengalaman aku yang tanpa sengaja masuk ke pinjaman ilegal kenapa minjem di aplikasi ilegal kak jujur aku waktu itu tidak_tau dan tidak_cari tau aplikasi mana yang ilegal dan legal,"['matcha', 'debt', 'journey', 'mengandung', 'konten', 'yang', 'mungkin', 'triggering', 'aku', 'mau', 'sedikit', 'sharing', 'pengalaman', 'aku', 'yang', 'tanpa', 'sengaja', 'masuk', 'ke', 'pinjaman', 'ilegal', 'kenapa', 'minjem', 'di', 'aplikasi', 'ilegal', 'kak', 'jujur', 'aku', 'waktu', 'itu', 'tidak tau', 'dan', 'tidak cari', 'tau', 'aplikasi', 'mana', 'yang', 'ilegal', 'dan', 'legal']",-42.0,Negative,19
2068004436870570216,Sat Jun 20 01:03:59 +0000 2026,92,@batacici Heran sama lu pada pdahal sebelum pinjol pasti udh tau konsekuensi nya kalo telat bayar/gagal bayar. Giliran begini merasa kayak jadi korban. Kalau gamau diteror ya dibayar cicilan nya sesuai aturan/perjanjian. Kalian kalo gamau tggung jawab gausah pinjol dah kasian keluarga!!,2068137754953941391,,batacici,in,,0,7,1,https://x.com/undefined/status/2068137754953941391,1150795825,,heran sama lu pada pdahal sebelum pinjol pasti sudah tau konsekuensi nya kalo telat bayar gagal bayar giliran begini merasa kayak jadi korban kalau gamau diteror ya dibayar cicilan nya sesuai aturan perjanjian kalian kalo gamau tggung jawab gausah pinjol dah kasian keluarga,"['heran', 'sama', 'lu', 'pada', 'pdahal', 'sebelum', 'pinjol', 'pasti', 'sudah', 'tau', 'konsekuensi', 'nya', 'kalo', 'telat', 'bayar', 'gagal', 'bayar', 'giliran', 'begini', 'merasa', 'kayak', 'jadi', 'korban', 'kalau', 'gamau', 'diteror', 'ya', 'dibayar', 'cicilan', 'nya', 'sesuai', 'aturan', 'perjanjian', 'kalian', 'kalo', 'gamau', 'tggung', 'jawab', 'gausah', 'pinjol', 'dah', 'kasian', 'keluarga']",-50.0,Negative,28
2064679212871815451,Wed Jun 10 12:00:58 +0000 2026,2,Apakah benar dampak dari Kurs melemah Pinjol menguat?? Emang ada yg bilang gitu ya? Kalo ngebaca chart pertama seolah-olah iya. kenaikan kurs sejalan dengan kenaikan outstanding pinjol. Secara statistik korelasi perason R-nya hampir 90% tetapi data tersebut adalah data https://t.co/SCm4JaSn6A,2064679212871815451,https://pbs.twimg.com/media/HKc0hORaIAAdemb.png,,in,,0,1,0,https://x.com/undefined/status/2064679212871815451,78260254,,apakah benar dampak dari kurs melemah pinjol menguat emang ada yg bilang gitu ya kalo ngebaca chart pertama seolah olah iya kenaikan kurs sejalan dengan kenaikan outstanding pinjol secara statistik korelasi perason r nya hampir 90 tetapi data tersebut adalah data,"['apakah', 'benar', 'dampak', 'dari', 'kurs', 'melemah', 'pinjol', 'menguat', 'emang', 'ada', 'yg', 'bilang', 'gitu', 'ya', 'kalo', 'ngebaca', 'chart', 'pertama', 'seolah', 'olah', 'iya', 'kenaikan', 'kurs', 'sejalan', 'dengan', 'kenaikan', 'outstanding', 'pinjol', 'secara', 'statistik', 'korelasi', 'perason', 'nya', 'hampir', '90', 'tetapi', 'data', 'tersebut', 'adalah', 'data']",-17.0,Negative,9
2064651208820973659,Wed Jun 10 10:09:42 +0000 2026,4722,Ending dari pinjol adalah gagal bayar Sekuat apapun kamu bayar endingnya akan gagal bayar https://t.co/hRctkaXU5V,2064651208820973659,https://pbs.twimg.com/media/HKcdUhYaMAEQQcJ.jpg,,in,,84,240,228,https://x.com/undefined/status/2064651208820973659,1941709283063889922,,ending dari pinjol adalah gagal bayar sekuat apapun kamu bayar endingnya akan gagal bayar,"['ending', 'dari', 'pinjol', 'adalah', 'gagal', 'bayar', 'sekuat', 'apapun', 'kamu', 'bayar', 'endingnya', 'akan', 'gagal', 'bayar']",-20.0,Negative,6
2064532810321576131,Wed Jun 10 02:19:13 +0000 2026,15,Solusi keuangan pada dasarnya cuma ada 3: 1. Tambah pemasukan (income) * Cari sumber pendapatan baru atau tingkatkan yang sudah ada. * Contoh: naikkan harga tambah pelanggan jual produk baru cari pekerjaan sampingan atau investasi yang menghasilkan cash flow. 2.,2064532810321576131,,,in,,0,8,11,https://x.com/undefined/status/2064532810321576131,2049123813976358912,,solusi keuangan pada dasarnya cuma ada 3 1 tambah pemasukan income cari sumber pendapatan baru atau tingkatkan yang sudah ada contoh naikkan harga tambah pelanggan jual produk baru cari pekerjaan sampingan atau investasi yang menghasilkan cash flow 2,"['solusi', 'keuangan', 'pada', 'dasarnya', 'cuma', 'ada', 'tambah', 'pemasukan', 'income', 'cari', 'sumber', 'pendapatan', 'baru', 'atau', 'tingkatkan', 'yang', 'sudah', 'ada', 'contoh', 'naikkan', 'harga', 'tambah', 'pelanggan', 'jual', 'produk', 'baru', 'cari', 'pekerjaan', 'sampingan', 'atau', 'investasi', 'yang', 'menghasilkan', 'cash', 'flow']",-7.0,Negative,20
2064180568154407415,Tue Jun 09 10:41:45 +0000 2026,2,@Opposisi6890 Pinjol ilegal mah rampok aja.,2064296886257983946,,Opposisi6890,in,,0,0,0,https://x.com/undefined/status/2064296886257983946,1210505846553079808,,pinjol ilegal mah rampok aja,"['pinjol', 'ilegal', 'mah', 'rampok', 'aja']",-4.0,Negative,2
2064180568154407415,Tue Jun 09 02:59:32 +0000 2026,141, WASPADA PINJOL ILEGAL DI 2026! Meski pemerintah OJK dan Satgas PASTI terus melakukan pemblokiran pinjol ilegal masih terus bermunculan dengan berbagai nama dan aplikasi baru. Mereka sering berganti identitas untuk menghindari pengawasan dan kembali menjebak https://t.co/FpoNhU0cFv,2064180568154407415,https://pbs.twimg.com/media/HKVxSXxbIAARo0c.jpg,,in,,2,15,90,https://x.com/undefined/status/2064180568154407415,1724993917672894464,,waspada pinjol ilegal di 2026 meski pemerintah ojk dan satgas pasti terus melakukan pemblokiran pinjol ilegal masih terus bermunculan dengan berbagai nama dan aplikasi baru mereka sering berganti identitas untuk menghindari pengawasan dan kembali menjebak,"['waspada', 'pinjol', 'ilegal', 'di', '2026', 'meski', 'pemerintah', 'ojk', 'dan', 'satgas', 'pasti', 'terus', 'melakukan', 'pemblokiran', 'pinjol', 'ilegal', 'masih', 'terus', 'bermunculan', 'dengan', 'berbagai', 'nama', 'dan', 'aplikasi', 'baru', 'mereka', 'sering', 'berganti', 'identitas', 'untuk', 'menghindari', 'pengawasan', 'dan', 'kembali', 'menjebak']",0.0,Neutral,6
2063893823030174021,Mon Jun 08 16:53:21 +0000 2026,3,@18fesss 1.Mending gagal bayar . Konsekuensi nya Malu karna orang sekitar tau + daftar hitam di OJK GK bisa pinjam atau pinjol atau ambil pinjaman bank . Gk bakalan ke penjara karna mentok dipengadilan . Sidang perdata,2064028015269679271,,18fesss,in,,0,0,0,https://x.com/undefined/status/2064028015269679271,1845521892758994944,,1 mending gagal bayar konsekuensi nya malu karna orang sekitar tau daftar hitam di ojk tidak_bisa pinjam atau pinjol atau ambil pinjaman bank tidak_bakalan ke penjara karna mentok dipengadilan sidang perdata,"['mending', 'gagal', 'bayar', 'konsekuensi', 'nya', 'malu', 'karna', 'orang', 'sekitar', 'tau', 'daftar', 'hitam', 'di', 'ojk', 'tidak bisa', 'pinjam', 'atau', 'pinjol', 'atau', 'ambil', 'pinjaman', 'bank', 'tidak bakalan', 'ke', 'penjara', 'karna', 'mentok', 'dipengadilan', 'sidang', 'perdata']",-48.0,Negative,13
2063284449169887391,Sat Jun 06 18:26:45 +0000 2026,23,@bismillahyuk_ be careful ya siapapun diluar sana yg sama seperti mbanya ini. Kami niat membayar dengan telat bayar bukan gagal bayar. Niat kami baik inshaAllah dipermudah jalan kami untuk menyelesaikan pinjol ini. Tapi untuk mbanya roda kehidupan berputar ya. Allah swt sama sekali tidak,2063326744933970033,,bismillahyuk_,in,,0,1,0,https://x.com/undefined/status/2063326744933970033,324272456,,be careful ya siapapun diluar sana yg sama seperti mbanya ini kami niat membayar dengan telat bayar bukan_gagal bayar niat kami baik inshaallah dipermudah jalan kami untuk menyelesaikan pinjol ini tapi untuk mbanya roda kehidupan berputar ya allah swt sama sekali tidak,"['be', 'careful', 'ya', 'siapapun', 'diluar', 'sana', 'yg', 'sama', 'seperti', 'mbanya', 'ini', 'kami', 'niat', 'membayar', 'dengan', 'telat', 'bayar', 'bukan gagal', 'bayar', 'niat', 'kami', 'baik', 'inshaallah', 'dipermudah', 'jalan', 'kami', 'untuk', 'menyelesaikan', 'pinjol', 'ini', 'tapi', 'untuk', 'mbanya', 'roda', 'kehidupan', 'berputar', 'ya', 'allah', 'swt', 'sama', 'sekali', 'tidak']",-8.0,Negative,14
2063207148423901682,Sat Jun 06 10:31:31 +0000 2026,5,terkutuklah pinjol ilegal menyesatkan,2063207148423901682,,,in,,0,0,0,https://x.com/undefined/status/2063207148423901682,1949710415438716929,,terkutuklah pinjol ilegal menyesatkan,"['terkutuklah', 'pinjol', 'ilegal', 'menyesatkan']",0.0,Neutral,0
2063019139019530650,Fri Jun 05 22:04:26 +0000 2026,0,Bedah Buku di Ngawis Soroti Bahaya Judol dan Pinjol Ilegal https://t.co/57SFYSypz1,2063019139019530650,,,in,,0,0,0,https://x.com/undefined/status/2063019139019530650,118371948,,bedah buku di ngawis soroti bahaya judol dan pinjol ilegal,"['bedah', 'buku', 'di', 'ngawis', 'soroti', 'bahaya', 'judol', 'dan', 'pinjol', 'ilegal']",-8.0,Negative,2
