username,full_text,clean_text,dominant_topic,topic_label,topic_prob,prob_topik_0,prob_topik_1
,I just published Solusi Dana Cepat dan Aman Melalui Gadai BPKB Kendaraan https://t.co/hjnNP2i67r,i just published solusi dana cepat dan aman melalui gadai bpkb kendaraan,1,Keluhan korban nyata,0.9082765108465637,0.0917234891534363,0.9082765108465637
,Simak di Sini Berikut Ini Upaya Pemprov Jateng Melawan Pinjol Ilegal dan Judi Online https://t.co/BWaj4IzZPs,simak di sini berikut ini upaya pemprov jateng melawan pinjol ilegal dan judi online,1,Keluhan korban nyata,0.9274625448955996,0.07253745510440036,0.9274625448955996
, Sebelum klik 'Setuju' di app pinjol manapun cek 3 hal ini dulu (30 detik doang): CEK DI OJK: Buka web OJK cari nama aplikasinya. Gak ada di daftar = ilegal kabur. CARI ANGKA BUNGA EFEKTIF TAHUNAN bukan bunga harian . Kalo gak ketemu angka itu di halaman utama itu tanda,sebelum klik setuju di app pinjol manapun cek 3 hal ini dulu 30 detik doang cek di ojk buka web ojk cari nama aplikasinya tidak_ada di daftar ilegal kabur cari angka bunga efektif tahunan bukan_bunga harian kalo tidak_ketemu angka itu di halaman utama itu tanda,0,Promosi/bot Pinjol,0.7595616597471978,0.7595616597471978,0.24043834025280222
, Bro pinjol legal itu BUKAN ilegal secara hukum. Tapi sistemnya didesain biar lo BALIK LAGI. Maksudnya gimana? Coba gue itungin di depan lo. Lo pinjem 1 juta tenor 30 hari bunga keliatannya 'cuma' 0 4% per hari. Dia ambil kalkulator HP-nya.,bro pinjol legal itu bukan_ilegal secara hukum tapi sistemnya didesain biar lo balik lagi maksudnya gimana coba gue itungin di depan lo lo pinjem 1 juta tenor 30 hari bunga keliatannya cuma 0 4 per hari dia ambil kalkulator hp nya,0,Promosi/bot Pinjol,0.8281207903049205,0.8281207903049205,0.17187920969507955
,Buat yang masih nanya beda nya pinjol ilegal sama legal apa sih? Mending pinjem ke legal atau ilegal? Ini perbedaaannya dan sangat TIDAK DISARANKAN buat pinjam online entah legal atau illegal. Karena sekarang banyak pinjol legal yang kelakuan penagihan dan bunganya seperti https://t.co/LNeubqRNKO,buat yang masih nanya beda nya pinjol ilegal sama legal apa sih mending pinjem ke legal atau ilegal ini perbedaannya dan sangat tidak_disarankan buat pinjam online entah legal atau illegal karena sekarang banyak pinjol legal yang kelakuan penagihan dan bunganya seperti,0,Promosi/bot Pinjol,0.717300533591096,0.717300533591096,0.28269946640890403
, DPR minta OJK perkuat teknologi untuk memburu pinjol ilegal judi online dan investasi bodong. Fauzi Amro: literasi inklusi dan penguatan IT harus jadi senjata utama melindungi masyarakat. #PinjolIlegal #JudiOnline #OJK #RajaMedia https://t.co/1xNneRtDjB,dpr minta ojk perkuat teknologi untuk memburu pinjol ilegal judi online dan investasi bodong fauzi amro literasi inklusi dan penguatan it harus jadi senjata utama melindungi masyarakat,1,Keluhan korban nyata,0.9336970999129885,0.06630290008701151,0.9336970999129885
,Halo aku mau cerita sedikit terkait pinjol ilegal ini bener meresahkan jadi waktu beberapa hari lalu aku dapet chat wa dari 2 nomer asing dan aku dibilang punya tagihan sebesar 2 4jt 2 9jt 1 9jt dan 1 7jt ternyata aku cek tidak ada aplikasi yg tersangkut di play store https://t.co/JhTzcwSB1c,halo aku mau cerita sedikit terkait pinjol ilegal ini bener meresahkan jadi waktu beberapa hari lalu aku dapet chat wa dari 2 nomer asing dan aku dibilang punya tagihan sebesar 2 4jt 2 9jt 1 9jt dan 1 7jt ternyata aku cek tidak_ada aplikasi yg tersangkut di play store,0,Promosi/bot Pinjol,0.9709066502570131,0.9709066502570131,0.02909334974298699
,@majestiecal meski orang-orang yang gagal bayar itu salah (apalagi yang emang pinjem tanpa niatan bayar sama sekali) pinjol pun seharusnya nggak teror orang sampai sebegininya. berhubung shopee hitungannya legal ga mungkin teror begini dibolehin sama OJL. di TnC ga bakal tertulis.,meski orang orang yang gagal bayar itu salah apalagi yang emang pinjem tanpa niatan bayar sama sekali pinjol pun seharusnya tidak_teror orang sampai sebegininya berhubung shopee hitungannya legal tidak_mungkin teror begini dibolehin sama ojl di tnc tidak_bakal tertulis,0,Promosi/bot Pinjol,0.8761826847381768,0.8761826847381768,0.12381731526182327
,Matcha debt journey- ️ mengandung konten yang mungkin triggering️ aku mau sedikit sharing pengalaman aku yang tanpa sengaja masuk ke pinjaman ilegal. kenapa minjem di aplikasi ilegal kak? jujur aku waktu itu ga tau dan ga cari tau aplikasi mana yang ilegal dan legal,matcha debt journey mengandung konten yang mungkin triggering aku mau sedikit sharing pengalaman aku yang tanpa sengaja masuk ke pinjaman ilegal kenapa minjem di aplikasi ilegal kak jujur aku waktu itu tidak_tau dan tidak_cari tau aplikasi mana yang ilegal dan legal,0,Promosi/bot Pinjol,0.8480629290128182,0.8480629290128182,0.15193707098718173
,@batacici Heran sama lu pada pdahal sebelum pinjol pasti udh tau konsekuensi nya kalo telat bayar/gagal bayar. Giliran begini merasa kayak jadi korban. Kalau gamau diteror ya dibayar cicilan nya sesuai aturan/perjanjian. Kalian kalo gamau tggung jawab gausah pinjol dah kasian keluarga!!,heran sama lu pada pdahal sebelum pinjol pasti sudah tau konsekuensi nya kalo telat bayar gagal bayar giliran begini merasa kayak jadi korban kalau gamau diteror ya dibayar cicilan nya sesuai aturan perjanjian kalian kalo gamau tggung jawab gausah pinjol dah kasian keluarga,0,Promosi/bot Pinjol,0.9746645345474332,0.9746645345474332,0.025335465452566756
,Apakah benar dampak dari Kurs melemah Pinjol menguat?? Emang ada yg bilang gitu ya? Kalo ngebaca chart pertama seolah-olah iya. kenaikan kurs sejalan dengan kenaikan outstanding pinjol. Secara statistik korelasi perason R-nya hampir 90% tetapi data tersebut adalah data https://t.co/SCm4JaSn6A,apakah benar dampak dari kurs melemah pinjol menguat emang ada yg bilang gitu ya kalo ngebaca chart pertama seolah olah iya kenaikan kurs sejalan dengan kenaikan outstanding pinjol secara statistik korelasi perason r nya hampir 90 tetapi data tersebut adalah data,0,Promosi/bot Pinjol,0.9664544876822655,0.9664544876822655,0.033545512317734553
,Ending dari pinjol adalah gagal bayar Sekuat apapun kamu bayar endingnya akan gagal bayar https://t.co/hRctkaXU5V,ending dari pinjol adalah gagal bayar sekuat apapun kamu bayar endingnya akan gagal bayar,0,Promosi/bot Pinjol,0.9507038348340431,0.9507038348340431,0.049296165165956855
,Solusi keuangan pada dasarnya cuma ada 3: 1. Tambah pemasukan (income) * Cari sumber pendapatan baru atau tingkatkan yang sudah ada. * Contoh: naikkan harga tambah pelanggan jual produk baru cari pekerjaan sampingan atau investasi yang menghasilkan cash flow. 2.,solusi keuangan pada dasarnya cuma ada 3 1 tambah pemasukan income cari sumber pendapatan baru atau tingkatkan yang sudah ada contoh naikkan harga tambah pelanggan jual produk baru cari pekerjaan sampingan atau investasi yang menghasilkan cash flow 2,1,Keluhan korban nyata,0.8108808290063098,0.1891191709936903,0.8108808290063098
,@Opposisi6890 Pinjol ilegal mah rampok aja.,pinjol ilegal mah rampok aja,0,Promosi/bot Pinjol,0.8738406308513337,0.8738406308513337,0.1261593691486663
, WASPADA PINJOL ILEGAL DI 2026! Meski pemerintah OJK dan Satgas PASTI terus melakukan pemblokiran pinjol ilegal masih terus bermunculan dengan berbagai nama dan aplikasi baru. Mereka sering berganti identitas untuk menghindari pengawasan dan kembali menjebak https://t.co/FpoNhU0cFv,waspada pinjol ilegal di 2026 meski pemerintah ojk dan satgas pasti terus melakukan pemblokiran pinjol ilegal masih terus bermunculan dengan berbagai nama dan aplikasi baru mereka sering berganti identitas untuk menghindari pengawasan dan kembali menjebak,1,Keluhan korban nyata,0.9204687248660944,0.07953127513390554,0.9204687248660944
,@18fesss 1.Mending gagal bayar . Konsekuensi nya Malu karna orang sekitar tau + daftar hitam di OJK GK bisa pinjam atau pinjol atau ambil pinjaman bank . Gk bakalan ke penjara karna mentok dipengadilan . Sidang perdata,1 mending gagal bayar konsekuensi nya malu karna orang sekitar tau daftar hitam di ojk tidak_bisa pinjam atau pinjol atau ambil pinjaman bank tidak_bakalan ke penjara karna mentok dipengadilan sidang perdata,0,Promosi/bot Pinjol,0.9595285373020974,0.9595285373020974,0.04047146269790253
,@bismillahyuk_ be careful ya siapapun diluar sana yg sama seperti mbanya ini. Kami niat membayar dengan telat bayar bukan gagal bayar. Niat kami baik inshaAllah dipermudah jalan kami untuk menyelesaikan pinjol ini. Tapi untuk mbanya roda kehidupan berputar ya. Allah swt sama sekali tidak,be careful ya siapapun diluar sana yg sama seperti mbanya ini kami niat membayar dengan telat bayar bukan_gagal bayar niat kami baik inshaallah dipermudah jalan kami untuk menyelesaikan pinjol ini tapi untuk mbanya roda kehidupan berputar ya allah swt sama sekali tidak,0,Promosi/bot Pinjol,0.7919209573782663,0.7919209573782663,0.2080790426217337
,terkutuklah pinjol ilegal menyesatkan,terkutuklah pinjol ilegal menyesatkan,1,Keluhan korban nyata,0.6607068496260632,0.33929315037393687,0.6607068496260632
,Bedah Buku di Ngawis Soroti Bahaya Judol dan Pinjol Ilegal https://t.co/57SFYSypz1,bedah buku di ngawis soroti bahaya judol dan pinjol ilegal,1,Keluhan korban nyata,0.9108736552317608,0.08912634476823915,0.9108736552317608
,Jaga Masa Depan Judol dan Pinjol Ilegal Harus Diberantas https://t.co/OXO5i51jAv,jaga masa depan judol dan pinjol ilegal harus diberantas,1,Keluhan korban nyata,0.9288964555174336,0.07110354448256634,0.9288964555174336
,MY Debt Journey 8 JANGAN SAMPAI KENA PINJOL ILEGAL! Karena aku udah pernah dan ini aku nyesel banget. Ini di fase aku masih gali lubang tutup lubang dan aku panik karena ada japo. Akhirnya aku pake hp ku yang android karena banyak app yang ngga ada di ios disana dan legal,my debt journey 8 jangan sampai kena pinjol ilegal karena aku udah pernah dan ini aku nyesel banget ini di fase aku masih gali lubang tutup lubang dan aku panik karena ada japo akhirnya aku pake hp ku yang android karena banyak app yang ngga ada di ios disana dan legal,0,Promosi/bot Pinjol,0.8718914787164458,0.8718914787164458,0.12810852128355424
,@bandott_13 PINJOL ITU JAHAT AMBIL UNTUNG BUNGA PER TAHUN 50%. ANGGAP YANG GAGAL BAYAR 25% NYA. BERARTI PINJOL MASIH UNTUNG 25%.......MAKANYA INDUSTRI PINJOL BERKEMBANG PESAT.,pinjol itu jahat ambil untung bunga per tahun 50 anggap yang gagal bayar 25 nya berarti pinjol masih untung 25 makanya industri pinjol berkembang pesat,0,Promosi/bot Pinjol,0.6193287622814748,0.6193287622814748,0.3806712377185253
,@Rashelvavn @zanski_ @stfugurlyash Plisss jangan langsung pake pinjol bunganya gede soalnya dan kalo gagal bayar bisa diteror semua orang yg sekontak,pliss jangan langsung pake pinjol bunganya gede soalnya dan kalo gagal bayar bisa diteror semua orang yg sekontak,0,Promosi/bot Pinjol,0.9120881504734498,0.9120881504734498,0.0879118495265502
,Satgas PASTI memiliki 2 kanal pengaduan untuk menangani aktivitas keuangan ilegal dan penipuan (scam). SIPASTI digunakan untuk melaporkan entitas atau aktivitas keuangan ilegal seperti pinjol ilegal investasi ilegal dan entitas ilegal lainnya. IASC digunakan untuk https://t.co/fW59Ygw2Dd,satgas pasti memiliki 2 kanal pengaduan untuk menangani aktivitas keuangan ilegal dan penipuan scam sipasti digunakan untuk melaporkan entitas atau aktivitas keuangan ilegal seperti pinjol ilegal investasi ilegal dan entitas ilegal lainnya iasc digunakan untuk,1,Keluhan korban nyata,0.977524403511957,0.02247559648804307,0.977524403511957
,trategi Satgas PASTI dalam Menangani Aktivitas Keuangan Ilegal dan Scam Sobat OJK Menemukan pinjol ilegal? Investasi ilegal? Atau jadi korban penipuan transaksi keuangan? Berikut Strategi Satgas PASTI dalam menangani Aktivitas Keuangan Ilegal dan Penipuan Transaksi Keuangan. https://t.co/kGRySS3xPV,trategi satgas pasti dalam menangani aktivitas keuangan ilegal dan scam sobat ojk menemukan pinjol ilegal investasi ilegal atau jadi korban penipuan transaksi keuangan berikut strategi satgas pasti dalam menangani aktivitas keuangan ilegal dan penipuan transaksi keuangan,1,Keluhan korban nyata,0.9788338740140666,0.021166125985933443,0.9788338740140666
,Catatan Penting dari sumber: PT Astra Welab Digital Arta (Maucash) Sudah Dicabut Izinnya pada 2 April 2026 jadi tidak lagi termasuk daftar resmi. Ciri-ciri Pinjol Resmi: Terdaftar dan terawasi OJK (nomor izin tertera jelas) Bunga dan biaya transparan maksimal,catatan penting dari sumber pt astra welab digital arta maucash sudah dicabut izinnya pada 2 april 2026 jadi tidak_lagi termasuk daftar resmi ciri ciri pinjol resmi terdaftar dan terawasi ojk nomor izin tertera jelas bunga dan biaya transparan maksimal,1,Keluhan korban nyata,0.7606221657581084,0.2393778342418916,0.7606221657581084
,Ini bukan rekomendasi pinjam ya hanya informasi agar kita berhati-hati. Daftar pinjol yang terdaftar dan diawasi OJK per Juni 2026. 1. PT Akulaku Finance Indonesia Akulaku ​ 2. PT Amartha Mikro Fintek Amartha ​ 3. PT Astra Digital Arta Pinjam Astra (Catatan: Maucash,ini bukan_rekomendasi pinjam ya hanya informasi agar kita berhati hati daftar pinjol yang terdaftar dan diawasi ojk per juni 2026 1 pt akulaku finance indonesia akulaku 2 pt amartha mikro fintek amartha 3 pt astra digital arta pinjam astra catatan maucash,1,Keluhan korban nyata,0.9365321387429518,0.06346786125704815,0.9365321387429518
, Kak keknya aku kena panjul ilegal. Aku harus gimana? Tenangin diri kalian dulu ya #wargadebtfree sebagai #pejuangdebtfree ini yang harus kalian lakukan 1. Cek apakah apk panjul yg kalian pakai itu legal atau ilegal. Cara ceknya dimana? bisa di cek disini,kak keknya aku kena panjul ilegal aku harus gimana tenangin diri kalian dulu ya sebagai ini yang harus kalian lakukan 1 cek apakah apk panjul yg kalian pakai itu legal atau ilegal cara ceknya dimana bisa di cek disini,0,Promosi/bot Pinjol,0.9763534866459285,0.9763534866459285,0.023646513354071533
,@mrtweepsID Gagal bayar pinjol ilegal itu bukan utang itu penipuan yang terbalik. DC-nya aja sering dateng jam 2 malem buat teror modal motor butut sama baju PDH abal-abal. Mereka yang nipu duluan tapi kita yang diminta ngerasa bersalah? Hadeh.,gagal bayar pinjol ilegal itu bukan_utang itu penipuan yang terbalik dc nya aja sering dateng jam 2 malem buat teror modal motor butut sama baju pdh abal abal mereka yang nipu duluan tapi kita yang diminta ngerasa bersalah hadeh,0,Promosi/bot Pinjol,0.8696154487442663,0.8696154487442663,0.13038455125573364
,@mrtweepsID Gokil... 90jt?!! Di pinjol ilegal?!!! Wagelaseeh wkwkwkwk kok naik limitnya gede bgt mister,gokil 90jt di pinjol ilegal wagelaseeh wkwkwkwk kok naik limitnya gede banget mister,0,Promosi/bot Pinjol,0.8864176333241922,0.8864176333241922,0.11358236667580783
,@mrtweepsID Wah sampai boleh berbuat gitu ya bang seperti gagal bayar untuk yg ilegal.. semoga ga kena pinjol dah,wah sampai boleh berbuat gitu ya bang seperti gagal bayar untuk yg ilegal semoga tidak_kena pinjol dah,0,Promosi/bot Pinjol,0.7025658801025009,0.7025658801025009,0.2974341198974991
,Attention Pinjol ilegal sangat sah untuk digalbay. Ingat bukan tunda bayar tapi GAGAL BAYARKAN. Karena DC nya banyak yang suka modus jadi maling juga! Ngeliat gambar ini jadi inget dulu ada yang pelihara pinjol ilegal sampai 90jt-an Cr~graceanastasia.sw. https://t.co/Tpp8r70QNH,attention pinjol ilegal sangat sah untuk digalbay ingat bukan_tunda bayar tapi gagal bayarkan karena dc nya banyak yang suka modus jadi maling juga ngeliat gambar ini jadi inget dulu ada yang pelihara pinjol ilegal sampai 90jt an cr graceanastasia sw,0,Promosi/bot Pinjol,0.7509740547426265,0.7509740547426265,0.2490259452573735
,BRI Multiguna Karya Bisa Cair dalam 1 Hari Solusi Dana Cepat untuk Beragam Kebutuhan https://t.co/M3i65GobVl #Bisnis,bri multiguna karya bisa cair dalam 1 hari solusi dana cepat untuk beragam kebutuhan,1,Keluhan korban nyata,0.944041439074803,0.05595856092519707,0.944041439074803
,-sedang interview- dari pengecekan kami ternyata anda punya pinjol yg gagal bayar. boleh ceritakan kenapa hal tsb bisa terjadi pada anda? kira2 kalian akan jawab apa?,sedang interview dari pengecekan kami ternyata anda punya pinjol yg gagal bayar boleh ceritakan kenapa hal tsb bisa terjadi pada anda kira2 kalian akan jawab apa,0,Promosi/bot Pinjol,0.9572544294729645,0.9572544294729645,0.04274557052703551
,Waspada Pinjol Ilegal dan Investasi Bodong Indah Kurnia Ingatkan Prinsip 2L: Legal dan Logis https://t.co/ZQs9d1Flmv,waspada pinjol ilegal dan investasi bodong indah kurnia ingatkan prinsip 2l legal dan logis,1,Keluhan korban nyata,0.8612479427138808,0.13875205728611914,0.8612479427138808
,Daftar 20 Pinjol Ilegal yang Harus Dihindari Ada Iming-iming Cair Instan! https://t.co/1XuKXBhPSS,daftar 20 pinjol ilegal yang harus dihindari ada iming iming cair instan,1,Keluhan korban nyata,0.6770572847100793,0.3229427152899207,0.6770572847100793
,@0tk0il 30jt ke atas minimal kuatin di legal. Kalau data masih bagus maen di CC -&gt; Paylater -&gt; Pinjol ( legal ) -&gt; Ilegal. Selamat panen,30jt ke atas minimal kuatin di legal kalau data masih bagus maen di cc gt paylater gt pinjol legal gt ilegal selamat panen,0,Promosi/bot Pinjol,0.9594758197697485,0.9594758197697485,0.040524180230251415
,Penyebab Utama Terjebak Hutang Konsumtif + Pinjol Kemudahan Akses yang Gila: Cuma butuh KTP &amp; HP dalam hitungan menit uang cair. Gak ada survey ketat seperti bank. Ini bikin orang gampang tergoda apalagi kalau lagi butuh duit cepat. Gaya Hidup Konsumtif &amp; Tekanan Sosial:,penyebab utama terjebak hutang konsumtif pinjol kemudahan akses yang gila cuma butuh ktp amp hp dalam hitungan menit uang cair tidak_ada survey ketat seperti bank ini bikin orang gampang tergoda apalagi kalau lagi butuh duit cepat gaya hidup konsumtif amp tekanan sosial,1,Keluhan korban nyata,0.728554758561283,0.27144524143871696,0.728554758561283
,@sporty_fy31601 @karirfess Mengarang bebas 900 juta di pinjol gaakan bisa total segitu dikira kalo ganti visa dll masalah keuangan gak di cek kalo punya hutang segitu gaakan di acc. Udah ngaco aja cerita pinjol ilegal juga milih2 jangankan hutang segitu hutang 5 jutaan aja gaakan di acc sama ilegal,mengarang bebas 900 juta di pinjol gaakan bisa total segitu dikira kalo ganti visa dll masalah keuangan tidak_di cek kalo punya hutang segitu gaakan di acc udah ngaco aja cerita pinjol ilegal juga milih2 jangankan hutang segitu hutang 5 jutaan aja gaakan di acc sama ilegal,0,Promosi/bot Pinjol,0.6897320064070297,0.6897320064070297,0.31026799359297025
,@karirfess Walaupun gw pendosa juga tapi sebisa mungkin utang dibayar dilunasin ges. Mau itu pinjol ilegal legal intinya lu punya utang kudu dibayar. Ga kaya group fb galbay pinjol malah bangga kalo galbay. Bilang pinjol ilegal itu haram kalo dibayar ,walaupun gw pendosa juga tapi sebisa mungkin utang dibayar dilunasin ges mau itu pinjol ilegal legal intinya lu punya utang kudu dibayar tidak_kaya group fb galbay pinjol malah bangga kalo galbay bilang pinjol ilegal itu haram kalo dibayar,0,Promosi/bot Pinjol,0.9781813483298574,0.9781813483298574,0.02181865167014269
,Sepertinya dengan cara ini bisa berantas para pelaku scam dan teror termasuk teror dari pinjol legal maupun ilegal. Komdigi menyatakan bahwa per 1 Juli 2026 registrasi menggunakan NIK dan KK akan diganti dengan pindai biometrik wajah. Kebijakan baru ini diterapkan guna https://t.co/kgedXn3dDJ,sepertinya dengan cara ini bisa berantas para pelaku scam dan teror termasuk teror dari pinjol legal maupun ilegal komdigi menyatakan bahwa per 1 juli 2026 registrasi menggunakan nik dan kk akan diganti dengan pindai biometrik wajah kebijakan baru ini diterapkan guna,1,Keluhan korban nyata,0.9616151531228302,0.0383848468771698,0.9616151531228302
,BCA Finance menghadirkan fasilitas dana tunai melalui KKB BCA Refinancing dengan jaminan BPKB mobil untuk memenuhi berbagai kebutuhan nasabah. Layanan ini menawarkan solusi cepat bagi mereka yang membutuhkan tambahan dana tanpa harus berhenti menggunakan kendaraan sehari-hari.,bca finance menghadirkan fasilitas dana tunai melalui kkb bca refinancing dengan jaminan bpkb mobil untuk memenuhi berbagai kebutuhan nasabah layanan ini menawarkan solusi cepat bagi mereka yang membutuhkan tambahan dana tanpa harus berhenti menggunakan kendaraan sehari hari,1,Keluhan korban nyata,0.9519861644042222,0.048013835595777786,0.9519861644042222
,Waspada Modus Teror Pinjol 'Hantu': Warga Diintimidasi Bayar Hutang Fiktif Tanpa Pernah Meminjam Sleman 28 Mei 2026 Praktik intimidasi penagihan hutang oleh platform pinjaman online (pinjol) ilegal kembali memakan korban dengan modus baru yang kian meresahkan. Kali ini https://t.co/xiLqHvDUZx,waspada modus teror pinjol hantu warga diintimidasi bayar hutang fiktif tanpa pernah meminjam sleman 28 mei 2026 praktik intimidasi penagihan hutang oleh platform pinjaman online pinjol ilegal kembali memakan korban dengan modus baru yang kian meresahkan kali ini,1,Keluhan korban nyata,0.9569133906187436,0.04308660938125646,0.9569133906187436
,Anda kira semua orang punya sertifikat rumah atas nama pribadi buat diagunin? Justru orang lari ke pinjol itu saking kepepetnya buat menuhin kebutuhan dasar karena mereka ga punya aset atau ga lolos BI checking bank konvensional ​Lagian sekadar mengingatkan aja sih ,anda kira semua orang punya sertifikat rumah atas nama pribadi buat diagunin justru orang lari ke pinjol itu saking kepepetnya buat menuhin kebutuhan dasar karena mereka tidak_punya aset atau tidak_lolos bi checking bank konvensional lagian sekadar mengingatkan aja sih,0,Promosi/bot Pinjol,0.9545281861026728,0.9545281861026728,0.0454718138973273
,Satgas Pasti Hentikan 953 Entitas Pinjol Ilegal dan Penawaran Investasi Ilegal https://t.co/Kc5BkITdiS lewat @Keuangan News https://t.co/YDayYU11vl,satgas pasti hentikan 953 entitas pinjol ilegal dan penawaran investasi ilegal lewat news,1,Keluhan korban nyata,0.943221237928639,0.056778762071360935,0.943221237928639
,Alhamdulillah sejauh ini menjadi warga #debtfree dan telbay gak pernah dapet terror visit ke kantor.. amit2 jangan sampai. Terror paling parah adlh fotoku diedit jadi bugil dan disebar sama pinjol ilegal tapi udh kuantisipasi. kalau temen2 terror paling parah apa ya?,alhamdulillah sejauh ini menjadi warga dan telbay tidak_pernah dapet terror visit ke kantor amit2 jangan sampai terror paling parah adlh fotoku diedit jadi bugil dan disebar sama pinjol ilegal tapi sudah kuantisipasi kalau temen2 terror paling parah apa ya,0,Promosi/bot Pinjol,0.6639515713050694,0.6639515713050694,0.33604842869493046
,@sinau2024 Semangat om! Pinjol legal maupun ilegal harus di bumi hanguskan semua!,semangat om pinjol legal maupun ilegal harus di bumi hanguskan semua,1,Keluhan korban nyata,0.6876673289690562,0.3123326710309437,0.6876673289690562
